country,iso3,year,g_whoregion,contact_screening_rate,tpt_start_rate,tpt_completion_rate,contact_screening_rate_edge_flag,tpt_start_rate_edge_flag,tpt_completion_rate_edge_flag,c_newinc,c_newinc_next_year,c_newinc_percent_change_next_year,case_change_direction,low_c_newinc_flag,temporal_analysis_cohort_flag
Pakistan,PAK,2021,EMR,0.36259387557156714,0.00713454343910212,,False,False,False,339256.0,424601.0,25.156518970924612,Anstieg,False,False
Pakistan,PAK,2022,EMR,0.482365776435589,0.012174177112681997,,False,False,False,424601.0,475761.0,12.04895890494841,Anstieg,False,False
Pakistan,PAK,2023,EMR,0.754419829735196,0.06313908094633366,0.532657926102503,False,False,False,475761.0,497720.0,4.615552767040594,Anstieg,False,False
Panama,PAN,2021,AMR,0.653558052434457,0.09850187265917602,,False,False,False,1452.0,1645.0,13.292011019283748,Anstieg,False,False
Panama,PAN,2022,AMR,0.6388294075660242,0.09635974304068523,,False,False,False,1645.0,2077.0,26.261398176291795,Anstieg,False,False
Panama,PAN,2023,AMR,0.6923617208077261,0.06093064091308165,,False,False,False,2077.0,2175.0,4.718343765045739,Anstieg,False,False
Peru,PER,2019,AMR,0.8878630985798349,0.10885160002495166,0.19598853868194843,False,False,False,31764.0,23755.0,-25.214078831381435,Rückgang,False,True
Peru,PER,2020,AMR,0.32871267933307485,0.0991663435440093,0.4095796676441838,False,False,False,23755.0,25657.0,8.006735424121239,Anstieg,False,True
Peru,PER,2021,AMR,0.8345058093267548,0.07381823969441349,0.39197930142302717,False,False,False,25657.0,28339.0,10.453287601824064,Anstieg,False,True
Peru,PER,2022,AMR,0.8310518008322572,0.07091404792653179,0.5690004046944557,False,False,False,28339.0,31686.0,11.810579060658457,Anstieg,False,True
Peru,PER,2023,AMR,0.8364709061430373,0.07566204287515763,0.5842261904761905,False,False,False,31686.0,30510.0,-3.711418291990153,Rückgang,False,True
Palau,PLW,2019,WPR,0.675,0.25,1.0,False,False,True,6.0,10.0,66.66666666666666,Anstieg,True,False
Palau,PLW,2020,WPR,0.9487179487179487,0.23076923076923078,1.0,False,False,True,10.0,8.0,-20.0,Rückgang,False,False
Palau,PLW,2021,WPR,0.7307692307692307,0.11538461538461539,1.0,False,False,True,8.0,7.0,-12.5,Rückgang,True,False
Palau,PLW,2022,WPR,0.6071428571428571,0.25,1.0,False,False,True,7.0,15.0,114.28571428571428,Anstieg,True,False
Palau,PLW,2023,WPR,0.8588235294117647,0.3176470588235294,1.0,False,False,True,15.0,5.0,-66.66666666666666,Rückgang,False,False
Papua New Guinea,PNG,2019,WPR,0.8880583409298086,0.2707383773928897,,False,False,False,30671.0,28227.0,-7.968439242280982,Rückgang,False,False
Papua New Guinea,PNG,2020,WPR,0.8236297198538368,0.33934226552984165,,False,False,False,28227.0,28873.0,2.288588939667694,Anstieg,False,False
Papua New Guinea,PNG,2023,WPR,0.818863456985004,0.3435280189423836,,False,False,False,40869.0,44737.0,9.464386209596515,Anstieg,False,False
Puerto Rico,PRI,2019,AMR,0.5632183908045977,0.13793103448275862,0.6666666666666666,False,False,False,36.0,27.0,-25.0,Rückgang,False,False
Puerto Rico,PRI,2020,AMR,0.743421052631579,0.125,0.8947368421052632,False,False,False,27.0,17.0,-37.03703703703704,Rückgang,False,False
Puerto Rico,PRI,2021,AMR,0.4573643410852713,0.046511627906976744,0.6666666666666666,False,False,False,17.0,21.0,23.52941176470588,Anstieg,False,False
Puerto Rico,PRI,2022,AMR,0.4142857142857143,0.07142857142857142,0.8,False,False,False,21.0,20.0,-4.761904761904762,Rückgang,False,False
Democratic People's Republic of Korea,PRK,2019,SEA,0.1154126863129896,0.1142611544512383,1.0,False,False,True,95722.0,89640.0,-6.353816259585049,Rückgang,False,True
Democratic People's Republic of Korea,PRK,2020,SEA,0.06871742236712351,0.06803316629435087,1.0,False,False,True,89640.0,87413.0,-2.4843819723337797,Rückgang,False,True
Democratic People's Republic of Korea,PRK,2021,SEA,0.08128674455347643,0.08048064831633366,0.8990384615384616,False,False,False,87413.0,81776.0,-6.4486975621475064,Rückgang,False,True
Democratic People's Republic of Korea,PRK,2022,SEA,0.08197215357724068,0.08115243204146827,0.8052584670231729,False,False,False,81776.0,78359.0,-4.178487575816866,Rückgang,False,True
Democratic People's Republic of Korea,PRK,2023,SEA,0.08197359360498188,0.08115026496212688,1.0,False,False,True,78359.0,71277.0,-9.037889712732424,Rückgang,False,True
Portugal,PRT,2019,EUR,0.720676866017617,0.47009735744089015,0.8155818540433925,False,False,False,1720.0,1402.0,-18.488372093023255,Rückgang,False,True
Portugal,PRT,2020,EUR,0.7058545797922569,0.6458923512747875,0.8662280701754386,False,False,False,1402.0,1463.0,4.3509272467903,Anstieg,False,True
Portugal,PRT,2021,EUR,0.7224092779648336,0.4276094276094276,0.7917760279965005,False,False,False,1463.0,1476.0,0.888585099111415,Anstieg,False,True
Portugal,PRT,2022,EUR,0.8010321100917431,0.6743119266055045,0.7738095238095238,False,False,False,1476.0,1501.0,1.6937669376693765,Anstieg,False,True
Portugal,PRT,2023,EUR,0.6366622864651774,0.5220105124835742,0.7646318439269981,False,False,False,1501.0,1356.0,-9.66022651565623,Rückgang,False,True
Paraguay,PRY,2019,AMR,0.5719539102721255,0.05442510419220397,0.8423423423423423,False,False,False,2834.0,2363.0,-16.619618913196895,Rückgang,False,True
Paraguay,PRY,2020,AMR,0.9697616506581288,0.060832443970117396,,False,False,False,2363.0,2734.0,15.70038087177317,Anstieg,False,True
Paraguay,PRY,2021,AMR,0.9978001257071024,0.13104965430546825,,False,False,False,2734.0,3250.0,18.873445501097294,Anstieg,False,True
Paraguay,PRY,2022,AMR,0.9341954022988506,0.14195402298850573,,False,False,False,3250.0,3719.0,14.430769230769231,Anstieg,False,True
Paraguay,PRY,2023,AMR,1.0,0.17082079931241942,0.09433962264150944,True,False,False,3719.0,4054.0,9.00779779510621,Anstieg,False,True
"occupied Palestinian territory, including east Jerusalem",PSE,2019,EMR,1.0,1.0,0.09411764705882353,True,True,False,21.0,26.0,23.809523809523807,Anstieg,False,True
"occupied Palestinian territory, including east Jerusalem",PSE,2020,EMR,1.0,0.08333333333333333,0.8,True,False,False,26.0,25.0,-3.8461538461538463,Rückgang,False,True
"occupied Palestinian territory, including east Jerusalem",PSE,2021,EMR,1.0,1.0,1.0,True,True,True,25.0,21.0,-16.0,Rückgang,False,True
"occupied Palestinian territory, including east Jerusalem",PSE,2022,EMR,1.0,0.23376623376623376,,True,False,False,21.0,15.0,-28.57142857142857,Rückgang,False,True
"occupied Palestinian territory, including east Jerusalem",PSE,2023,EMR,1.0,,,True,False,False,15.0,11.0,-26.666666666666668,Rückgang,False,True
French Polynesia,PYF,2021,WPR,0.9609261939218524,0.05209840810419682,,False,False,False,34.0,55.0,61.76470588235294,Anstieg,False,False
French Polynesia,PYF,2022,WPR,0.9205087440381559,0.07790143084260731,0.9591836734693877,False,False,False,55.0,35.0,-36.36363636363637,Rückgang,False,False
Qatar,QAT,2019,EMR,1.0,0.14624314737181554,,True,False,False,859.0,861.0,0.23282887077997672,Anstieg,False,False
Qatar,QAT,2020,EMR,1.0,0.1510989010989011,,True,False,False,861.0,983.0,14.169570267131244,Anstieg,False,False
Qatar,QAT,2021,EMR,1.0,0.13437312537492502,,True,False,False,983.0,872.0,-11.291963377416073,Rückgang,False,False
Romania,ROU,2019,EUR,1.0,0.9699819168173599,1.0,True,False,True,11083.0,7193.0,-35.09879996390869,Rückgang,False,False
Romania,ROU,2020,EUR,1.0,0.9699539170506912,0.9800456100342075,True,False,False,7193.0,7591.0,5.533157236201863,Anstieg,False,False
Rwanda,RWA,2019,AFR,0.9728384527872582,0.09264789533560865,,False,False,False,5766.0,5511.0,-4.422476586888657,Rückgang,False,True
Rwanda,RWA,2020,AFR,0.9617958893561571,0.08008055440383818,0.731508875739645,False,False,False,5511.0,5216.0,-5.352930502631102,Rückgang,False,True
Rwanda,RWA,2021,AFR,0.9025805161032207,0.05626125225045009,0.8435555555555555,False,False,False,5216.0,6986.0,33.9340490797546,Anstieg,False,True
Rwanda,RWA,2022,AFR,0.9818064871818433,0.21648442525039052,0.967741935483871,False,False,False,6986.0,9312.0,33.29516175207558,Anstieg,False,True
Rwanda,RWA,2023,AFR,0.9365158178465031,0.23932472691161866,0.9851807943094251,False,False,False,9312.0,8464.0,-9.106529209621993,Rückgang,False,True
Saudi Arabia,SAU,2019,EMR,0.9953905870936438,0.13985929160601648,1.0,False,False,True,2936.0,2448.0,-16.62125340599455,Rückgang,False,True
Saudi Arabia,SAU,2020,EMR,0.9880143333745212,0.19288273816878784,1.0,False,False,True,2448.0,2577.0,5.269607843137255,Anstieg,False,True
Saudi Arabia,SAU,2021,EMR,0.9876086956521739,0.12347826086956522,1.0,False,False,True,2577.0,2587.0,0.38804811796662786,Anstieg,False,True
Saudi Arabia,SAU,2022,EMR,0.9476925905497334,0.16629895201323772,1.0,False,False,True,2587.0,2538.0,-1.8940858136838035,Rückgang,False,True
Saudi Arabia,SAU,2023,EMR,0.9380715546285897,0.11695812610300016,0.9917695473251029,False,False,False,2538.0,2597.0,2.3246650906225375,Anstieg,False,True
Singapore,SGP,2019,WPR,0.9612472160356348,0.1866369710467706,0.8591885441527446,False,False,False,2090.0,2357.0,12.775119617224881,Anstieg,False,True
Singapore,SGP,2020,WPR,0.9794742527907814,0.15808426359380626,0.876993166287016,False,False,False,2357.0,2461.0,4.4123886296139165,Anstieg,False,True
Singapore,SGP,2021,WPR,0.9818625741192885,0.14370422043948378,0.8349514563106796,False,False,False,2461.0,2674.0,8.655018285249898,Anstieg,False,True
Singapore,SGP,2022,WPR,0.9398391045820217,0.12381951731374606,0.8305084745762712,False,False,False,2674.0,2113.0,-20.979805534779356,Rückgang,False,True
Singapore,SGP,2023,WPR,0.8813471502590674,0.10518134715025906,0.8423645320197044,False,False,False,2113.0,2238.0,5.915759583530526,Anstieg,False,True
Solomon Islands,SLB,2020,WPR,0.8352,,,False,False,False,321.0,370.0,15.264797507788161,Anstieg,False,False
Solomon Islands,SLB,2021,WPR,0.6661951909476662,,,False,False,False,370.0,342.0,-7.567567567567568,Rückgang,False,False
Solomon Islands,SLB,2022,WPR,0.8051181102362205,,,False,False,False,342.0,350.0,2.3391812865497075,Anstieg,False,False
Solomon Islands,SLB,2023,WPR,1.0,,,True,False,False,350.0,453.0,29.428571428571427,Anstieg,False,False
El Salvador,SLV,2022,AMR,0.9949703610562242,0.03209388659361715,,False,False,False,2531.0,4265.0,68.51047016989332,Anstieg,False,False
El Salvador,SLV,2023,AMR,1.0,0.06086847389558233,,True,False,False,4265.0,5796.0,35.8968347010551,Anstieg,False,False
Serbia,SRB,2022,EUR,0.7859922178988327,,,False,False,False,1074.0,1014.0,-5.58659217877095,Rückgang,False,False
Serbia,SRB,2023,EUR,0.7530201342281879,,,False,False,False,1014.0,443.0,-56.31163708086785,Rückgang,False,False
Sao Tome and Principe,STP,2021,AFR,0.0,0.11811023622047244,,True,False,False,82.0,123.0,50.0,Anstieg,False,False
Sao Tome and Principe,STP,2022,AFR,0.0,0.1368421052631579,1.0,True,False,True,123.0,105.0,-14.634146341463413,Rückgang,False,False
Sao Tome and Principe,STP,2023,AFR,0.5404255319148936,0.029787234042553193,1.0,False,False,True,105.0,129.0,22.857142857142858,Anstieg,False,False
Suriname,SUR,2019,AMR,0.9968051118210862,,,False,False,False,133.0,103.0,-22.55639097744361,Rückgang,False,False
Suriname,SUR,2020,AMR,0.972972972972973,0.20270270270270271,0.8,False,False,False,103.0,88.0,-14.563106796116504,Rückgang,False,False
Suriname,SUR,2021,AMR,0.958904109589041,0.0821917808219178,0.8333333333333334,False,False,False,88.0,124.0,40.909090909090914,Anstieg,False,False
Suriname,SUR,2022,AMR,0.997093023255814,0.20930232558139536,0.7361111111111112,False,False,False,124.0,120.0,-3.225806451612903,Rückgang,False,False
Slovakia,SVK,2019,EUR,0.024574669187145556,,,False,False,False,214.0,153.0,-28.504672897196258,Rückgang,False,False
Slovenia,SVN,2019,EUR,0.7850877192982456,0.15350877192982457,0.9142857142857143,False,False,False,98.0,75.0,-23.46938775510204,Rückgang,False,True
Slovenia,SVN,2020,EUR,0.3360655737704918,0.06830601092896176,0.88,False,False,False,75.0,79.0,5.333333333333334,Anstieg,False,True
Slovenia,SVN,2021,EUR,0.8427672955974843,0.16981132075471697,0.8888888888888888,False,False,False,79.0,72.0,-8.860759493670885,Rückgang,False,True
Slovenia,SVN,2022,EUR,0.9317803660565723,0.1447587354409318,0.9655172413793104,False,False,False,72.0,85.0,18.055555555555554,Anstieg,False,True
Slovenia,SVN,2023,EUR,0.8403361344537815,0.20168067226890757,1.0,False,False,True,85.0,46.0,-45.88235294117647,Rückgang,False,True
Eswatini,SWZ,2020,AFR,0.889795918367347,0.39591836734693875,,False,False,False,2143.0,1934.0,-9.752683154456369,Rückgang,False,False
Eswatini,SWZ,2021,AFR,0.85,0.06816239316239316,0.4827586206896552,False,False,False,1934.0,2374.0,22.750775594622542,Anstieg,False,False
Eswatini,SWZ,2022,AFR,0.9511606873681037,0.17063611697316852,0.9098939929328622,False,False,False,2374.0,2297.0,-3.243470935130581,Rückgang,False,False
Eswatini,SWZ,2023,AFR,0.8924568312632536,0.24962132687064525,0.9927184466019418,False,False,False,2297.0,2419.0,5.311275576839355,Anstieg,False,False
Sint Maarten (Dutch part),SXM,2023,AMR,1.0,0.0,,True,True,False,3.0,3.0,0.0,Unverändert,True,False
Seychelles,SYC,2019,AFR,1.0,0.07692307692307693,,True,False,False,14.0,9.0,-35.714285714285715,Rückgang,False,False
Seychelles,SYC,2020,AFR,0.0,0.13725490196078433,,True,False,False,9.0,11.0,22.22222222222222,Anstieg,True,False
Seychelles,SYC,2021,AFR,1.0,0.13725490196078433,,True,False,False,11.0,16.0,45.45454545454545,Anstieg,False,False
Seychelles,SYC,2022,AFR,0.0,0.0,,True,True,False,16.0,23.0,43.75,Anstieg,False,False
Seychelles,SYC,2023,AFR,1.0,0.13,,True,False,False,23.0,22.0,-4.3478260869565215,Rückgang,False,False
Syrian Arab Republic,SYR,2019,EMR,1.0,0.2519291874716296,,True,False,False,2589.0,2639.0,1.9312475859405174,Anstieg,False,True
Syrian Arab Republic,SYR,2020,EMR,1.0,0.23335621139327384,1.0,True,False,True,2639.0,3290.0,24.6684350132626,Anstieg,False,True
Syrian Arab Republic,SYR,2021,EMR,1.0,1.0,1.0,True,True,True,3290.0,3068.0,-6.7477203647416415,Rückgang,False,True
Syrian Arab Republic,SYR,2022,EMR,1.0,1.0,1.0,True,True,True,3068.0,3404.0,10.951760104302476,Anstieg,False,True
Syrian Arab Republic,SYR,2023,EMR,1.0,,,True,False,False,3404.0,3488.0,2.4676850763807283,Anstieg,False,True
Chad,TCD,2020,AFR,0.7881508078994613,0.6929982046678635,0.7590673575129534,False,False,False,12809.0,13643.0,6.511046920134281,Anstieg,False,False
Chad,TCD,2021,AFR,0.8220793140407289,0.707395498392283,0.806060606060606,False,False,False,13643.0,14725.0,7.930807007256469,Anstieg,False,False
Chad,TCD,2022,AFR,0.799248523886205,0.7112184648416533,0.9162264150943397,False,False,False,14725.0,15772.0,7.110356536502546,Anstieg,False,False
Chad,TCD,2023,AFR,1.0,0.7166600712307083,0.7901711761457758,True,False,False,15772.0,17082.0,8.305858483388283,Anstieg,False,False
Thailand,THA,2019,SEA,0.8999942553732776,0.08331350069345851,0.9000197005516154,False,False,False,87789.0,85837.0,-2.2235131964141295,Rückgang,False,True
Thailand,THA,2020,SEA,0.9000007940225979,0.09476659705735226,0.6999581064097193,False,False,False,85837.0,71488.0,-16.71656744760418,Rückgang,False,True
Thailand,THA,2021,SEA,0.8999950876848258,0.14489364837647983,0.9349742337944128,False,False,False,71488.0,72274.0,1.0994852282900627,Anstieg,False,True
Thailand,THA,2022,SEA,0.9,0.12141011443337024,0.8,False,False,False,72274.0,80209.0,10.979051941223677,Anstieg,False,True
Thailand,THA,2023,SEA,0.9097375620630256,0.03832877360083764,0.8301022206556221,False,False,False,80209.0,81703.0,1.8626338690171926,Anstieg,False,True
Turkmenistan,TKM,2019,EUR,1.0,0.6092837818596042,1.0,True,False,True,2117.0,1918.0,-9.40009447331129,Rückgang,False,True
Turkmenistan,TKM,2020,EUR,1.0,1.0,,True,True,False,1918.0,1878.0,-2.0855057351407713,Rückgang,False,True
Turkmenistan,TKM,2021,EUR,1.0,1.0,1.0,True,True,True,1878.0,2503.0,33.2800851970181,Anstieg,False,True
Turkmenistan,TKM,2022,EUR,1.0,0.5951468710089399,,True,False,False,2503.0,2273.0,-9.188973232121453,Rückgang,False,True
Turkmenistan,TKM,2023,EUR,1.0,0.6036682615629984,,True,False,False,2273.0,2259.0,-0.6159260888693356,Rückgang,False,True
Timor-Leste,TLS,2023,SEA,1.0,,,True,False,False,6027.0,4731.0,-21.50323544051767,Rückgang,False,False
Tonga,TON,2019,WPR,1.0,0.05825242718446602,1.0,True,False,True,10.0,8.0,-20.0,Rückgang,False,False
Tonga,TON,2020,WPR,1.0,,1.0,True,False,True,8.0,7.0,-12.5,Rückgang,True,False
Tonga,TON,2021,WPR,1.0,0.4777777777777778,0.16279069767441862,True,False,False,7.0,2.0,-71.42857142857143,Rückgang,True,False
Tonga,TON,2022,WPR,0.4375,0.4375,1.0,False,False,True,2.0,8.0,300.0,Anstieg,True,False
Trinidad and Tobago,TTO,2021,AMR,0.37894736842105264,0.3763157894736842,0.2517482517482518,False,False,False,171.0,243.0,42.10526315789473,Anstieg,False,False
Trinidad and Tobago,TTO,2022,AMR,0.4936708860759494,0.16455696202531644,0.2564102564102564,False,False,False,243.0,277.0,13.991769547325102,Anstieg,False,False
Trinidad and Tobago,TTO,2023,AMR,1.0,0.483695652173913,0.9775280898876404,True,False,False,277.0,301.0,8.664259927797833,Anstieg,False,False
Tunisia,TUN,2020,EMR,0.007719453021614468,0.022496691662990738,,False,False,False,2678.0,2637.0,-1.530993278566094,Rückgang,False,False
Tunisia,TUN,2021,EMR,0.8552734375,0.0177734375,,False,False,False,2637.0,3254.0,23.39780053090633,Anstieg,False,False
Tunisia,TUN,2022,EMR,1.0,0.0344973544973545,,True,False,False,3254.0,3114.0,-4.30239704978488,Rückgang,False,False
Türkiye,TUR,2019,EUR,0.8107248352647126,0.3362114670908127,0.6330254561838252,False,False,False,11247.0,8830.0,-21.490175157819863,Rückgang,False,True
Türkiye,TUR,2020,EUR,0.8062658125639232,0.3462884211659579,0.7034043214674336,False,False,False,8830.0,9047.0,2.4575311438278598,Anstieg,False,True
Türkiye,TUR,2021,EUR,0.7999256229081443,0.34802280897483573,0.622439893143366,False,False,False,9047.0,9723.0,7.472090195644965,Anstieg,False,True
Türkiye,TUR,2022,EUR,0.8372374353898603,0.3366325745078632,0.5498203201568115,False,False,False,9723.0,9408.0,-3.2397408207343417,Rückgang,False,True
Türkiye,TUR,2023,EUR,0.8533566182135703,0.376290513123427,0.5607425607425608,False,False,False,9408.0,8891.0,-5.495323129251701,Rückgang,False,True
United Republic of Tanzania,TZA,2021,AFR,0.8945737042413779,0.6316553537097344,,False,False,False,86701.0,100100.0,15.454262349915226,Anstieg,False,False
United Republic of Tanzania,TZA,2022,AFR,0.9265785396788625,0.2905874006399583,0.26332835077229694,False,False,False,100100.0,92368.0,-7.724275724275724,Rückgang,False,False
United Republic of Tanzania,TZA,2023,AFR,0.507827693504473,0.1303177265655387,0.15002564939607332,False,False,False,92368.0,75924.0,-17.8027022345401,Rückgang,False,False
Uganda,UGA,2020,AFR,0.7400552327620845,0.09545190731610871,0.8301483362287853,False,False,False,60887.0,74799.0,22.84888399822622,Anstieg,False,False
Uganda,UGA,2021,AFR,0.7964912547124324,0.08390692447579527,0.9149812225691145,False,False,False,74799.0,94457.0,26.281100014706077,Anstieg,False,False
Uganda,UGA,2022,AFR,0.8410901799975079,0.30995820070458435,0.9654932974695573,False,False,False,94457.0,86469.0,-8.456758101570026,Rückgang,False,False
Uganda,UGA,2023,AFR,0.879117933619527,0.29047094312007793,0.9676734239512538,False,False,False,86469.0,88861.0,2.7663093131642555,Anstieg,False,False
Ukraine,UKR,2019,EUR,1.0,0.7736208329980958,0.9278929487623934,True,False,False,25379.0,17533.0,-30.915323692816898,Rückgang,False,True
Ukraine,UKR,2020,EUR,0.95690642651183,0.6894181775091835,0.880371261601925,False,False,False,17533.0,18307.0,4.414532595676724,Anstieg,False,True
Ukraine,UKR,2021,EUR,0.9527122689211601,0.8441810606367056,0.7229862475442044,False,False,False,18307.0,18567.0,1.4202217730922597,Anstieg,False,True
Ukraine,UKR,2022,EUR,0.9192852275308548,0.5748466722192777,0.9500790305584826,False,False,False,18567.0,20058.0,8.030376474390048,Anstieg,False,True
Ukraine,UKR,2023,EUR,0.9639809829665312,0.5471805043921791,0.9382588181138155,False,False,False,20058.0,18311.0,-8.709741748928108,Rückgang,False,True
Uruguay,URY,2019,AMR,0.765678449258837,0.4977194982896237,,False,False,False,1057.0,968.0,-8.420056764427624,Rückgang,False,True
Uruguay,URY,2020,AMR,0.7104477611940299,0.4382089552238806,,False,False,False,968.0,951.0,-1.756198347107438,Rückgang,False,True
Uruguay,URY,2021,AMR,0.6784682080924855,0.4602601156069364,,False,False,False,951.0,1126.0,18.40168243953733,Anstieg,False,True
Uruguay,URY,2022,AMR,0.7747163695299838,0.4837925445705024,,False,False,False,1126.0,1240.0,10.124333925399645,Anstieg,False,True
Uruguay,URY,2023,AMR,0.8113846153846154,0.3163076923076923,0.6089494163424124,False,False,False,1240.0,1293.0,4.274193548387097,Anstieg,False,True
Uzbekistan,UZB,2019,EUR,1.0,1.0,,True,True,False,16272.0,12111.0,-25.571533923303836,Rückgang,False,False
Uzbekistan,UZB,2020,EUR,1.0,1.0,1.0,True,True,True,12111.0,13544.0,11.832218644207746,Anstieg,False,False
Venezuela (Bolivarian Republic of),VEN,2019,AMR,0.7078296951109507,0.05872271333213062,0.946236559139785,False,False,False,10293.0,9150.0,-11.104634217429322,Rückgang,False,True
Venezuela (Bolivarian Republic of),VEN,2020,AMR,0.6289820118581048,0.02266103909154859,0.8824833702882483,False,False,False,9150.0,9090.0,-0.6557377049180327,Rückgang,False,True
Venezuela (Bolivarian Republic of),VEN,2021,AMR,0.4974406513240095,0.024384345653137723,0.968595041322314,False,False,False,9090.0,9865.0,8.525852585258525,Anstieg,False,True
Venezuela (Bolivarian Republic of),VEN,2022,AMR,0.8521554341226473,0.10860655737704918,0.980083857442348,False,False,False,9865.0,10165.0,3.0410542321338063,Anstieg,False,True
Venezuela (Bolivarian Republic of),VEN,2023,AMR,0.6336554905938034,0.09274947301435787,0.9845626072041166,False,False,False,10165.0,10787.0,6.119035907525824,Anstieg,False,True
Vanuatu,VUT,2019,WPR,1.0,0.6973684210526315,1.0,True,False,True,93.0,83.0,-10.75268817204301,Rückgang,False,False
Samoa,WSM,2019,WPR,0.0759493670886076,0.0759493670886076,0.8333333333333334,False,False,False,18.0,13.0,-27.77777777777778,Rückgang,False,False
Samoa,WSM,2020,WPR,0.002304147465437788,0.08064516129032258,0.8571428571428571,False,False,False,13.0,13.0,0.0,Unverändert,False,False
Samoa,WSM,2021,WPR,0.0,0.0,,True,True,False,13.0,9.0,-30.76923076923077,Rückgang,False,False
Samoa,WSM,2022,WPR,1.0,0.22608695652173913,,True,False,False,9.0,13.0,44.44444444444444,Anstieg,True,False
Samoa,WSM,2023,WPR,0.34210526315789475,0.34210526315789475,,False,False,False,13.0,12.0,-7.6923076923076925,Rückgang,False,False
Zambia,ZMB,2019,AFR,1.0,0.16666666666666666,0.8698863636363636,True,False,False,36150.0,40000.0,10.650069156293222,Anstieg,False,True
Zambia,ZMB,2020,AFR,1.0,0.11845102505694761,0.8753605769230769,True,False,False,40000.0,50075.0,25.1875,Anstieg,False,True
Zambia,ZMB,2021,AFR,1.0,0.09475467018842056,0.9549952122566231,True,False,False,50075.0,54127.0,8.091862206689965,Anstieg,False,True
Zambia,ZMB,2022,AFR,0.7628625266262494,0.5354579714894314,0.9639982863612717,False,False,False,54127.0,54346.0,0.4046039869196519,Anstieg,False,True
Zambia,ZMB,2023,AFR,0.5271991522711594,0.4316305267724431,,False,False,False,54346.0,47006.0,-13.506053803407795,Rückgang,False,True
Zimbabwe,ZWE,2019,AFR,0.9659231722428748,0.10788930194134655,,False,False,False,21008.0,15728.0,-25.133282559025133,Rückgang,False,False
Zimbabwe,ZWE,2020,AFR,0.5676759732599292,0.04739808624983615,0.6609513274336283,False,False,False,15728.0,16310.0,3.700406917599186,Anstieg,False,False
Zimbabwe,ZWE,2021,AFR,0.9244577934551043,0.08601962770230154,,False,False,False,16310.0,18222.0,11.722869405272839,Anstieg,False,False
