country,iso3,year,g_whoregion,screen_data_available,newinc_con,newinc_con_screen,newinc_con_tb,prevtx_data_available,newinc_con_prevtx,newinc_con04_prevtx,newinc_con_prevtx_cmplt,country_notifications,g_whoregion_notifications,c_newinc,new_labconf,new_clindx,new_ep,country_drug_resistance,g_whoregion_drug_resistance,r_rlt_new,rr_new,dst_rlt_new,mdr_new,r_rlt_ret,rr_ret,dst_rlt_ret,mdr_ret,country_outcomes,g_whoregion_outcomes,newrel_coh,newrel_succ,newrel_fail,newrel_died,newrel_lost,c_new_tsr,rel_with_new_flg,contact_screening_rate,tpt_start_rate,tpt_completion_rate,rr_rate_new,mdr_rate_new,treatment_success_rate,treatment_death_rate,unsuccessful_rate,contact_screening_rate_edge_flag,tpt_start_rate_edge_flag,tpt_completion_rate_edge_flag,c_newinc_next_year,rr_rate_new_next_year,mdr_rate_new_next_year,c_new_tsr_next_year,newrel_coh_next_year,treatment_success_rate_next_year,treatment_death_rate_next_year,unsuccessful_rate_next_year,c_newinc_percent_change_next_year,low_c_newinc_flag,case_change_direction,temporal_analysis_cohort_flag
Liberia,LBR,2022,AFR,60.0,471.0,280.0,0.0,60.0,210.0,210.0,,Liberia,AFR,7073.0,4230.0,1125.0,1581.0,Liberia,AFR,74.0,74.0,74.0,,48.0,48.0,48.0,0.0,Liberia,AFR,7043.0,5514.0,25.0,246.0,1007.0,78.0,1.0,0.5944798301486199,0.445859872611465,,,,0.7829050120687208,0.03492829760045435,0.1814567655828482,False,False,False,,,,,,,,,,False,,False
Libya,LBY,2020,EMR,60.0,98.0,0.0,,60.0,98.0,11.0,,Libya,EMR,1748.0,739.0,288.0,717.0,Libya,EMR,732.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,Libya,EMR,1734.0,1204.0,0.0,39.0,480.0,69.0,1.0,0.0,1.0,,0.01639344262295082,,0.6943483275663207,0.02249134948096886,0.29930795847750863,True,True,False,1944.0,0.009259259259259259,0.5,62.0,1944.0,0.6157407407407407,0.01646090534979424,0.3477366255144033,11.212814645308924,False,Anstieg,False
Libya,LBY,2021,EMR,60.0,251.0,92.0,,60.0,92.0,13.0,,Libya,EMR,1944.0,803.0,293.0,836.0,Libya,EMR,540.0,5.0,2.0,1.0,22.0,2.0,2.0,1.0,Libya,EMR,1944.0,1197.0,2.0,32.0,642.0,62.0,1.0,0.3665338645418327,0.3665338645418327,,0.009259259259259259,0.5,0.6157407407407407,0.01646090534979424,0.3477366255144033,False,False,False,,,,,,,,,,False,,False
Libya,LBY,2024,EMR,1.0,326.0,0.0,0.0,1.0,,,,Libya,EMR,2712.0,1307.0,389.0,1008.0,Libya,EMR,,,,,,,,,,,,,,,,,,0.0,,,,,,,,True,False,False,,,,,,,,,,False,,False
Saint Lucia,LCA,2019,AMR,60.0,12.0,12.0,,60.0,2.0,0.0,,Saint Lucia,AMR,6.0,6.0,0.0,0.0,Saint Lucia,AMR,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Saint Lucia,AMR,6.0,4.0,0.0,2.0,0.0,67.0,1.0,1.0,0.16666666666666666,,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,True,False,False,,,,,,,,,,True,,False
Saint Lucia,LCA,2022,AMR,60.0,1.0,1.0,0.0,60.0,0.0,0.0,0.0,Saint Lucia,AMR,2.0,2.0,0.0,0.0,Saint Lucia,AMR,2.0,0.0,,,0.0,0.0,,,Saint Lucia,AMR,2.0,1.0,0.0,1.0,0.0,50.0,1.0,1.0,0.0,,0.0,,0.5,0.5,0.5,True,True,False,2.0,0.0,,50.0,2.0,0.5,0.5,0.5,0.0,True,Unverändert,False
Saint Lucia,LCA,2023,AMR,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,Saint Lucia,AMR,2.0,2.0,0.0,0.0,Saint Lucia,AMR,1.0,0.0,,,0.0,0.0,,,Saint Lucia,AMR,2.0,1.0,0.0,1.0,0.0,50.0,1.0,1.0,0.0,,0.0,,0.5,0.5,0.5,True,True,False,,,,,,,,,,True,,False
Sri Lanka,LKA,2019,SEA,60.0,15391.0,11735.0,,60.0,746.0,642.0,,Sri Lanka,SEA,8204.0,4373.0,1332.0,2125.0,Sri Lanka,SEA,1087.0,20.0,1087.0,6.0,356.0,1.0,356.0,,Sri Lanka,SEA,8186.0,6929.0,101.0,583.0,273.0,85.0,1.0,0.7624585796894289,0.04846988499772594,,0.01839926402943882,0.005519779208831647,0.8464451502565356,0.07121915465428781,0.11690691424383093,False,False,False,7035.0,,0.004612546125461255,83.0,7036.0,0.8264638999431495,0.07760090960773167,0.12151790790221717,-14.249146757679181,False,Rückgang,True
Sri Lanka,LKA,2020,SEA,60.0,12633.0,6572.0,,60.0,720.0,611.0,362.0,Sri Lanka,SEA,7035.0,3738.0,1024.0,1929.0,Sri Lanka,SEA,,7.0,1084.0,5.0,,7.0,335.0,3.0,Sri Lanka,SEA,7036.0,5815.0,103.0,546.0,206.0,83.0,1.0,0.5202248080424285,0.0569935882213251,0.5027777777777778,,0.004612546125461255,0.8264638999431495,0.07760090960773167,0.12151790790221717,False,False,False,6551.0,0.01070840197693575,,80.0,6551.0,0.7991146389864143,0.08807815600671653,0.1379941993588765,-6.879886282871357,False,Rückgang,True
Sri Lanka,LKA,2021,SEA,60.0,18197.0,10675.0,,60.0,733.0,569.0,733.0,Sri Lanka,SEA,6551.0,3491.0,936.0,1836.0,Sri Lanka,SEA,1214.0,13.0,0.0,0.0,377.0,6.0,0.0,0.0,Sri Lanka,SEA,6551.0,5235.0,86.0,577.0,241.0,80.0,1.0,0.5866351596416992,0.040281365060174754,1.0,0.01070840197693575,,0.7991146389864143,0.08807815600671653,0.1379941993588765,False,False,True,8121.0,0.010869565217391304,0.002173913043478261,79.0,8109.0,0.7861635220125787,0.09014675052410902,0.14551732642742632,23.965806747061517,False,Anstieg,True
Sri Lanka,LKA,2022,SEA,60.0,9584.0,6508.0,69.0,60.0,851.0,851.0,851.0,Sri Lanka,SEA,8121.0,4221.0,1558.0,1995.0,Sri Lanka,SEA,1380.0,15.0,1380.0,3.0,291.0,1.0,1.0,0.0,Sri Lanka,SEA,8109.0,6375.0,110.0,731.0,339.0,79.0,1.0,0.6790484140233722,0.08879382303839733,1.0,0.010869565217391304,0.002173913043478261,0.7861635220125787,0.09014675052410902,0.14551732642742632,False,False,True,9271.0,0.000736105999263894,0.001375515818431912,80.0,9271.0,0.8021788372343868,0.08186819113364253,0.13385826771653545,14.160817633296391,False,Anstieg,True
Sri Lanka,LKA,2023,SEA,1.0,15407.0,10276.0,164.0,1.0,1852.0,789.0,1595.0,Sri Lanka,SEA,9271.0,4833.0,1626.0,2366.0,Sri Lanka,SEA,2717.0,2.0,727.0,1.0,293.0,26.0,26.0,8.0,Sri Lanka,SEA,9271.0,7437.0,97.0,759.0,385.0,80.0,1.0,0.6669695592912313,0.12020510157720517,0.8612311015118791,0.000736105999263894,0.001375515818431912,0.8021788372343868,0.08186819113364253,0.13385826771653545,False,False,False,8936.0,0.0017985611510791368,0.0009242144177449168,,,,,,-3.613418185740481,False,Rückgang,True
Sri Lanka,LKA,2024,SEA,1.0,14649.0,8360.0,116.0,1.0,2273.0,589.0,,Sri Lanka,SEA,8936.0,4836.0,1461.0,2246.0,Sri Lanka,SEA,3336.0,6.0,2164.0,2.0,483.0,13.0,322.0,8.0,,,,,,,,,,0.5706874189364461,0.15516417502901222,,0.0017985611510791368,0.0009242144177449168,,,,False,False,False,,,,,,,,,,False,,True
Lesotho,LSO,2019,AFR,60.0,19520.0,13317.0,,60.0,401.0,1193.0,219.0,Lesotho,AFR,7059.0,3950.0,1472.0,566.0,Lesotho,AFR,3431.0,179.0,,33.0,602.0,40.0,,7.0,Lesotho,AFR,6916.0,5373.0,39.0,996.0,258.0,78.0,1.0,0.6822233606557377,0.020543032786885247,0.5461346633416458,0.05217137860682017,,0.7768941584731058,0.14401388085598613,0.18695777906304223,False,False,False,4565.0,0.04934359438660027,0.027522935779816515,76.0,4478.0,0.757034390352836,0.15252344796784278,0.20701205895489058,-35.33078339708174,False,Rückgang,True
Lesotho,LSO,2020,AFR,60.0,5161.0,3744.0,,60.0,699.0,334.0,478.0,Lesotho,AFR,4565.0,2462.0,1082.0,382.0,Lesotho,AFR,2209.0,109.0,109.0,3.0,385.0,51.0,53.0,2.0,Lesotho,AFR,4478.0,3390.0,28.0,683.0,216.0,76.0,1.0,0.72544080604534,0.13543886843634956,0.6838340486409156,0.04934359438660027,0.027522935779816515,0.757034390352836,0.15252344796784278,0.20701205895489058,False,False,False,4490.0,0.023255813953488372,0.0,77.0,4508.0,0.7697426796805679,0.1574977817213842,0.2069653948535936,-1.642935377875137,False,Rückgang,True
Lesotho,LSO,2021,AFR,60.0,4807.0,3916.0,,60.0,1076.0,945.0,815.0,Lesotho,AFR,4490.0,2494.0,1036.0,333.0,Lesotho,AFR,2279.0,53.0,53.0,0.0,346.0,21.0,22.0,0.0,Lesotho,AFR,4508.0,3470.0,36.0,710.0,187.0,77.0,1.0,0.8146453089244852,0.22384023299355107,0.7574349442379182,0.023255813953488372,0.0,0.7697426796805679,0.1574977817213842,0.2069653948535936,False,False,False,5599.0,0.030589123867069485,0.0033987915407854984,80.0,5523.0,0.8030056128915445,0.1347093970668115,0.18631178707224336,24.69933184855234,False,Anstieg,True
Lesotho,LSO,2022,AFR,60.0,6607.0,5364.0,77.0,60.0,1981.0,,1656.0,Lesotho,AFR,5599.0,2891.0,1424.0,393.0,Lesotho,AFR,2648.0,81.0,2648.0,9.0,458.0,21.0,458.0,0.0,Lesotho,AFR,5523.0,4435.0,48.0,744.0,237.0,80.0,1.0,0.8118662025124868,0.29983350991372787,0.8359414437152953,0.030589123867069485,0.0033987915407854984,0.8030056128915445,0.1347093970668115,0.18631178707224336,False,False,False,6495.0,0.028642590286425903,,82.0,6458.0,0.8182099721275937,0.12372251471043667,0.1707959120470734,16.00285765315235,False,Anstieg,True
Lesotho,LSO,2023,AFR,1.0,9132.0,8310.0,80.0,1.0,5036.0,,4238.0,Lesotho,AFR,6495.0,2807.0,2138.0,380.0,Lesotho,AFR,2409.0,69.0,69.0,,468.0,19.0,,,Lesotho,AFR,6458.0,5284.0,30.0,799.0,274.0,82.0,1.0,0.9099868593955321,0.5514673674989049,0.8415409054805401,0.028642590286425903,,0.8182099721275937,0.12372251471043667,0.1707959120470734,False,False,False,6575.0,0.027649769585253458,0.00041893590280687055,,,,,,1.2317167051578137,False,Anstieg,True
Lesotho,LSO,2024,AFR,1.0,16802.0,14402.0,214.0,1.0,4193.0,641.0,,Lesotho,AFR,6575.0,2815.0,2270.0,324.0,Lesotho,AFR,2387.0,66.0,2387.0,1.0,387.0,24.0,387.0,0.0,,,,,,,,,,0.8571598619211999,0.24955362456850375,,0.027649769585253458,0.00041893590280687055,,,,False,False,False,,,,,,,,,,False,,True
Luxembourg,LUX,2020,EUR,60.0,46.0,43.0,,60.0,5.0,0.0,,Luxembourg,EUR,32.0,23.0,1.0,8.0,Luxembourg,EUR,18.0,0.0,18.0,0.0,1.0,0.0,1.0,0.0,Luxembourg,EUR,32.0,12.0,0.0,1.0,0.0,38.0,1.0,0.9347826086956522,0.10869565217391304,,0.0,0.0,0.375,0.03125,0.03125,False,False,False,,,,,,,,,,False,,False
"China, Macao SAR",MAC,2019,WPR,60.0,771.0,521.0,,60.0,50.0,1.0,,"China, Macao SAR",WPR,363.0,250.0,47.0,40.0,"China, Macao SAR",WPR,224.0,5.0,221.0,2.0,17.0,1.0,16.0,0.0,"China, Macao SAR",WPR,356.0,303.0,1.0,31.0,0.0,85.0,1.0,0.6757457846952011,0.0648508430609598,,0.022321428571428572,0.00904977375565611,0.851123595505618,0.08707865168539326,0.0898876404494382,False,False,False,363.0,0.019138755980861243,0.014354066985645933,84.0,359.0,0.8356545961002786,0.09749303621169916,0.10863509749303621,0.0,False,Unverändert,True
"China, Macao SAR",MAC,2020,WPR,60.0,660.0,191.0,,60.0,69.0,1.0,,"China, Macao SAR",WPR,363.0,228.0,31.0,75.0,"China, Macao SAR",WPR,209.0,4.0,209.0,3.0,23.0,0.0,23.0,0.0,"China, Macao SAR",WPR,359.0,300.0,1.0,35.0,3.0,84.0,1.0,0.28939393939393937,0.10454545454545454,,0.019138755980861243,0.014354066985645933,0.8356545961002786,0.09749303621169916,0.10863509749303621,False,False,False,338.0,0.015544041450777202,0.0,82.0,333.0,0.8168168168168168,0.10810810810810811,0.12312312312312312,-6.887052341597796,False,Rückgang,True
"China, Macao SAR",MAC,2021,WPR,60.0,531.0,396.0,,60.0,47.0,0.0,,"China, Macao SAR",WPR,338.0,212.0,33.0,55.0,"China, Macao SAR",WPR,193.0,3.0,191.0,0.0,30.0,2.0,30.0,2.0,"China, Macao SAR",WPR,333.0,272.0,2.0,36.0,3.0,82.0,1.0,0.7457627118644068,0.08851224105461393,,0.015544041450777202,0.0,0.8168168168168168,0.10810810810810811,0.12312312312312312,False,False,False,295.0,0.03260869565217391,0.016304347826086956,81.0,288.0,0.8125,0.09722222222222222,0.10416666666666667,-12.721893491124261,False,Rückgang,True
"China, Macao SAR",MAC,2022,WPR,60.0,667.0,464.0,2.0,60.0,61.0,0.0,,"China, Macao SAR",WPR,295.0,202.0,30.0,38.0,"China, Macao SAR",WPR,184.0,6.0,184.0,3.0,25.0,2.0,25.0,2.0,"China, Macao SAR",WPR,288.0,234.0,1.0,28.0,1.0,81.0,1.0,0.6956521739130435,0.09145427286356822,,0.03260869565217391,0.016304347826086956,0.8125,0.09722222222222222,0.10416666666666667,False,False,False,315.0,0.023474178403755867,0.02,88.0,284.0,0.8838028169014085,0.056338028169014086,0.07042253521126761,6.779661016949152,False,Anstieg,True
"China, Macao SAR",MAC,2023,WPR,1.0,557.0,404.0,0.0,1.0,73.0,3.0,,"China, Macao SAR",WPR,315.0,230.0,28.0,35.0,"China, Macao SAR",WPR,213.0,5.0,200.0,4.0,19.0,2.0,16.0,2.0,"China, Macao SAR",WPR,284.0,251.0,1.0,16.0,3.0,88.0,1.0,0.725314183123878,0.1310592459605027,,0.023474178403755867,0.02,0.8838028169014085,0.056338028169014086,0.07042253521126761,False,False,False,276.0,0.03076923076923077,0.020512820512820513,,,,,,-12.380952380952381,False,Rückgang,True
"China, Macao SAR",MAC,2024,WPR,1.0,1548.0,1331.0,2.0,1.0,65.0,0.0,,"China, Macao SAR",WPR,276.0,208.0,16.0,30.0,"China, Macao SAR",WPR,195.0,6.0,195.0,4.0,22.0,3.0,22.0,3.0,,,,,,,,,,0.8598191214470284,0.04198966408268734,,0.03076923076923077,0.020512820512820513,,,,False,False,False,,,,,,,,,,False,,True
Morocco,MAR,2019,EMR,60.0,27108.0,19505.0,,60.0,638.0,389.0,,Morocco,EMR,30762.0,12919.0,2072.0,14269.0,Morocco,EMR,1450.0,34.0,23.0,19.0,975.0,201.0,105.0,77.0,Morocco,EMR,30762.0,27299.0,149.0,730.0,2353.0,89.0,1.0,0.7195292902464218,0.023535487678913974,,0.023448275862068966,0.8260869565217391,0.8874260451206033,0.023730576685521098,0.10506469020219751,False,False,False,29018.0,,0.8333333333333334,88.0,29018.0,0.8837273416500103,0.0240884967950927,0.10359087462954028,-5.669332293088876,False,Rückgang,False
Morocco,MAR,2020,EMR,60.0,27918.0,15252.0,,60.0,877.0,344.0,,Morocco,EMR,29018.0,12458.0,1180.0,13897.0,Morocco,EMR,,91.0,36.0,30.0,,180.0,85.0,69.0,Morocco,EMR,29018.0,25644.0,118.0,699.0,2189.0,88.0,1.0,0.546314205888674,0.03141342503044631,,,0.8333333333333334,0.8837273416500103,0.0240884967950927,0.10359087462954028,False,False,False,29327.0,0.01402386517406815,0.7203389830508474,87.0,29327.0,0.8741432809356565,0.023323217512872096,0.09673679544447096,1.0648562960920809,False,Anstieg,False
Morocco,MAR,2021,EMR,60.0,5803.0,1111.0,,60.0,669.0,220.0,387.0,Morocco,EMR,29327.0,13411.0,1050.0,13401.0,Morocco,EMR,8129.0,114.0,118.0,85.0,1666.0,148.0,176.0,123.0,Morocco,EMR,29327.0,25636.0,146.0,684.0,2007.0,87.0,1.0,0.19145269688092367,0.11528519731173531,0.57847533632287,0.01402386517406815,0.7203389830508474,0.8741432809356565,0.023323217512872096,0.09673679544447096,False,False,False,30503.0,0.012713496853730577,0.1813031161473088,87.0,30503.0,0.8724715601744091,0.02321083172147002,0.09867881847687113,4.009956695195553,False,Anstieg,False
Morocco,MAR,2022,EMR,60.0,24190.0,15252.0,1370.0,60.0,1295.0,582.0,1015.0,Morocco,EMR,30503.0,13389.0,1835.0,13848.0,Morocco,EMR,7787.0,99.0,353.0,64.0,1736.0,90.0,164.0,66.0,Morocco,EMR,30503.0,26613.0,216.0,708.0,2086.0,87.0,1.0,0.6305084745762712,0.05353451839603142,0.7837837837837838,0.012713496853730577,0.1813031161473088,0.8724715601744091,0.02321083172147002,0.09867881847687113,False,False,False,32429.0,0.012363636363636363,0.5625,87.0,32429.0,0.8657066206173487,0.02272657189552561,0.11156680748712572,6.31413303609481,False,Anstieg,False
Morocco,MAR,2023,EMR,1.0,23111.0,13161.0,623.0,1.0,2040.0,789.0,1704.0,Morocco,EMR,32429.0,14746.0,1687.0,14578.0,Morocco,EMR,6875.0,85.0,96.0,54.0,1206.0,157.0,201.0,107.0,Morocco,EMR,32429.0,28074.0,150.0,737.0,2731.0,87.0,1.0,0.5694690839859807,0.0882696551425728,0.8352941176470589,0.012363636363636363,0.5625,0.8657066206173487,0.02272657189552561,0.11156680748712572,False,False,False,,,,,,,,,,False,,False
Republic of Moldova,MDA,2019,EUR,60.0,17414.0,16203.0,,60.0,1411.0,203.0,,Republic of Moldova,EUR,2809.0,1393.0,590.0,256.0,Republic of Moldova,EUR,1342.0,441.0,1194.0,299.0,345.0,118.0,345.0,142.0,Republic of Moldova,EUR,2215.0,1854.0,69.0,164.0,116.0,84.0,1.0,0.9304582519811646,0.08102676007809809,,0.3286140089418778,0.25041876046901174,0.837020316027088,0.07404063205417608,0.15756207674943568,False,False,False,1767.0,0.25952380952380955,0.251896813353566,79.0,1408.0,0.7933238636363636,0.13210227272727273,0.19318181818181818,-37.09505161979352,False,Rückgang,True
Republic of Moldova,MDA,2020,EUR,60.0,8398.0,7557.0,,60.0,550.0,65.0,441.0,Republic of Moldova,EUR,1767.0,881.0,383.0,122.0,Republic of Moldova,EUR,840.0,218.0,659.0,166.0,367.0,195.0,234.0,109.0,Republic of Moldova,EUR,1408.0,1117.0,53.0,186.0,33.0,79.0,1.0,0.899857108835437,0.06549178375803763,0.8018181818181818,0.25952380952380955,0.251896813353566,0.7933238636363636,0.13210227272727273,0.19318181818181818,False,False,False,2067.0,0.25832492431886983,0.27729257641921395,80.0,1638.0,0.8046398046398047,0.12454212454212454,0.19291819291819293,16.97792869269949,False,Anstieg,True
Republic of Moldova,MDA,2021,EUR,60.0,6620.0,5812.0,,60.0,735.0,109.0,548.0,Republic of Moldova,EUR,2067.0,1028.0,408.0,180.0,Republic of Moldova,EUR,991.0,256.0,916.0,254.0,512.0,203.0,382.0,200.0,Republic of Moldova,EUR,1638.0,1318.0,45.0,204.0,67.0,80.0,1.0,0.8779456193353474,0.11102719033232629,0.745578231292517,0.25832492431886983,0.27729257641921395,0.8046398046398047,0.12454212454212454,0.19291819291819293,False,False,False,2121.0,0.21715328467153286,0.20085470085470086,85.0,1673.0,0.8463837417812313,0.09264793783622235,0.14763897190675435,2.6124818577648767,False,Anstieg,True
Republic of Moldova,MDA,2022,EUR,60.0,8248.0,7172.0,394.0,60.0,1215.0,380.0,1085.0,Republic of Moldova,EUR,2121.0,1096.0,330.0,159.0,Republic of Moldova,EUR,1096.0,238.0,936.0,188.0,327.0,190.0,313.0,152.0,Republic of Moldova,EUR,1673.0,1416.0,53.0,155.0,39.0,85.0,1.0,0.8695441319107663,0.14730843840931135,0.8930041152263375,0.21715328467153286,0.20085470085470086,0.8463837417812313,0.09264793783622235,0.14763897190675435,False,False,False,2164.0,0.24280575539568344,0.24439701173959444,85.0,1676.0,0.8532219570405728,0.08711217183770883,0.14618138424821003,2.0273455917020273,False,Anstieg,True
Republic of Moldova,MDA,2023,EUR,1.0,13901.0,13303.0,173.0,1.0,1664.0,166.0,1497.0,Republic of Moldova,EUR,2164.0,1122.0,414.0,196.0,Republic of Moldova,EUR,1112.0,270.0,937.0,229.0,472.0,208.0,339.0,166.0,Republic of Moldova,EUR,1676.0,1430.0,43.0,146.0,56.0,85.0,1.0,0.9569815121214301,0.1197036184447162,0.8996394230769231,0.24280575539568344,0.24439701173959444,0.8532219570405728,0.08711217183770883,0.14618138424821003,False,False,False,1931.0,0.2777777777777778,0.2782846715328467,,,,,,-10.767097966728281,False,Rückgang,True
Republic of Moldova,MDA,2024,EUR,1.0,10353.0,10353.0,164.0,1.0,1985.0,156.0,,Republic of Moldova,EUR,1931.0,1098.0,282.0,175.0,Republic of Moldova,EUR,1098.0,305.0,1096.0,305.0,306.0,105.0,305.0,105.0,,,,,,,,,,1.0,0.19173186515985705,,0.2777777777777778,0.2782846715328467,,,,True,False,False,,,,,,,,,,False,,True
Madagascar,MDG,2019,AFR,60.0,7323.0,7323.0,,60.0,5884.0,5884.0,,Madagascar,AFR,37220.0,24099.0,4222.0,7359.0,Madagascar,AFR,8.0,8.0,5.0,0.0,70.0,70.0,32.0,15.0,Madagascar,AFR,35882.0,29570.0,308.0,1587.0,2934.0,82.0,1.0,1.0,0.803495835040284,,,0.0,0.8240900730171117,0.044228303884956244,0.1345800122624157,True,False,False,36122.0,,0.0,83.0,33576.0,0.8288658565642125,0.04384083869430545,0.13518584703359543,-2.950026867275658,False,Rückgang,False
Madagascar,MDG,2020,AFR,60.0,572.0,25.0,,60.0,5932.0,5932.0,,Madagascar,AFR,36122.0,23538.0,4216.0,7261.0,Madagascar,AFR,6.0,6.0,6.0,0.0,1068.0,67.0,1068.0,14.0,Madagascar,AFR,33576.0,27830.0,255.0,1472.0,2812.0,83.0,1.0,0.043706293706293704,,,,0.0,0.8288658565642125,0.04384083869430545,0.13518584703359543,False,False,False,40031.0,0.005311443746982134,0.0,83.0,39687.0,0.8276513719857888,0.042809988157331114,0.13493083377428378,10.821659930236422,False,Anstieg,False
Madagascar,MDG,2021,AFR,60.0,16208.0,4527.0,,60.0,8985.0,8985.0,,Madagascar,AFR,40031.0,26163.0,4502.0,7579.0,Madagascar,AFR,4142.0,22.0,22.0,0.0,975.0,72.0,72.0,2.0,Madagascar,AFR,39687.0,32847.0,339.0,1699.0,3317.0,83.0,1.0,0.27930651530108586,0.5543558736426456,,0.005311443746982134,0.0,0.8276513719857888,0.042809988157331114,0.13493083377428378,False,False,False,45245.0,0.018034825870646767,0.055793991416309016,75.0,45724.0,0.7494095004811477,0.03989152305135159,0.12962557956434256,13.024905698083986,False,Anstieg,False
Madagascar,MDG,2022,AFR,60.0,9950.0,4527.0,4527.0,60.0,9950.0,9950.0,9950.0,Madagascar,AFR,45245.0,28870.0,5032.0,9229.0,Madagascar,AFR,4824.0,87.0,233.0,13.0,1104.0,52.0,329.0,12.0,Madagascar,AFR,45724.0,34266.0,389.0,1824.0,3714.0,75.0,1.0,0.4549748743718593,1.0,1.0,0.018034825870646767,0.055793991416309016,0.7494095004811477,0.03989152305135159,0.12962557956434256,False,True,True,,,,,,,,,,False,,False
Maldives,MDV,2019,SEA,60.0,431.0,303.0,,60.0,11.0,7.0,,Maldives,SEA,154.0,112.0,0.0,37.0,Maldives,SEA,108.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Maldives,SEA,154.0,94.0,7.0,2.0,10.0,61.0,1.0,0.703016241299304,0.025522041763341066,,0.009259259259259259,,0.6103896103896104,0.012987012987012988,0.12337662337662338,False,False,False,,,,,,,,,,False,,False
Maldives,MDV,2021,SEA,60.0,16.0,1.0,,60.0,1.0,0.0,1.0,Maldives,SEA,87.0,48.0,0.0,39.0,Maldives,SEA,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Maldives,SEA,87.0,67.0,3.0,3.0,4.0,77.0,1.0,0.0625,0.0625,1.0,0.0,,0.7701149425287356,0.034482758620689655,0.11494252873563218,False,False,True,111.0,0.0,,69.0,111.0,0.6936936936936937,0.0990990990990991,0.1891891891891892,27.586206896551722,False,Anstieg,False
Maldives,MDV,2022,SEA,60.0,108.0,5.0,0.0,60.0,12.0,1.0,,Maldives,SEA,111.0,37.0,0.0,74.0,Maldives,SEA,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Maldives,SEA,111.0,77.0,0.0,11.0,10.0,69.0,1.0,0.046296296296296294,0.1111111111111111,,0.0,,0.6936936936936937,0.0990990990990991,0.1891891891891892,False,False,False,,,,,,,,,,False,,False
Maldives,MDV,2024,SEA,1.0,266.0,175.0,0.0,1.0,16.0,0.0,,Maldives,SEA,130.0,49.0,42.0,38.0,Maldives,SEA,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.6578947368421053,0.06015037593984962,,0.0,,,,,False,False,False,,,,,,,,,,False,,False
Mexico,MEX,2019,AMR,60.0,42339.0,34145.0,,60.0,2251.0,1435.0,646.0,Mexico,AMR,23702.0,14704.0,3368.0,4474.0,Mexico,AMR,418.0,219.0,406.0,88.0,232.0,162.0,230.0,74.0,Mexico,AMR,23266.0,16798.0,94.0,2342.0,1561.0,72.0,1.0,0.8064668508939749,0.05316611162285363,0.28698356286095067,0.5239234449760766,0.21674876847290642,0.7219977649789392,0.10066191008338347,0.17179575345998452,False,False,False,17603.0,0.0654945054945055,0.23160762942779292,71.0,17241.0,0.7134736964213213,0.12191868221100864,0.2090946000812018,-25.73200573791241,False,Rückgang,True
Mexico,MEX,2020,AMR,60.0,26624.0,22082.0,,60.0,1225.0,761.0,369.0,Mexico,AMR,17603.0,9593.0,3609.0,3550.0,Mexico,AMR,2275.0,149.0,367.0,85.0,741.0,123.0,215.0,69.0,Mexico,AMR,17241.0,12301.0,106.0,2102.0,1397.0,71.0,1.0,0.8294020432692307,0.046011117788461536,0.30122448979591837,0.0654945054945055,0.23160762942779292,0.7134736964213213,0.12191868221100864,0.2090946000812018,False,False,False,21651.0,0.04994054696789536,0.2037037037037037,71.0,21124.0,0.7142113236129521,0.12710660859685666,0.21066085968566559,22.996080213599953,False,Anstieg,True
Mexico,MEX,2021,AMR,60.0,40969.0,36298.0,,60.0,1490.0,820.0,604.0,Mexico,AMR,21651.0,11986.0,4088.0,4385.0,Mexico,AMR,4205.0,210.0,486.0,99.0,1201.0,172.0,266.0,80.0,Mexico,AMR,21124.0,15087.0,246.0,2685.0,1519.0,71.0,1.0,0.8859869657545949,0.036368961898020455,0.4053691275167785,0.04994054696789536,0.2037037037037037,0.7142113236129521,0.12710660859685666,0.21066085968566559,False,False,False,25449.0,0.06938559322033898,0.15613382899628253,70.0,24928.0,0.7026636713735558,0.12844993581514763,0.22312259306803595,17.54191492309824,False,Anstieg,True
Mexico,MEX,2022,AMR,60.0,52827.0,45053.0,330.0,60.0,2007.0,1041.0,925.0,Mexico,AMR,25449.0,14734.0,4794.0,4631.0,Mexico,AMR,3776.0,262.0,538.0,84.0,1029.0,193.0,262.0,66.0,Mexico,AMR,24928.0,17516.0,247.0,3202.0,2113.0,70.0,1.0,0.8528404035815019,0.03799193594184792,0.46088689586447434,0.06938559322033898,0.15613382899628253,0.7026636713735558,0.12844993581514763,0.22312259306803595,False,False,False,27030.0,0.03891760413499544,0.18672199170124482,69.0,26327.0,0.6941922740912372,0.13062635317354807,0.23568959623200517,6.212424849699398,False,Anstieg,True
