country,iso3,year,g_whoregion,contact_screening_rate,tpt_start_rate,tpt_completion_rate,contact_screening_rate_edge_flag,tpt_start_rate_edge_flag,tpt_completion_rate_edge_flag,c_new_tsr_next_year,newrel_coh_next_year,treatment_success_rate_next_year,treatment_death_rate_next_year,unsuccessful_rate_next_year
Suriname,SUR,2022,AMR,0.997093023255814,0.20930232558139536,0.7361111111111112,False,False,False,72.0,107.0,0.719626168224299,0.102803738317757,0.2616822429906542
Slovakia,SVK,2019,EUR,0.024574669187145556,,,False,False,False,86.0,152.0,0.8552631578947368,0.07894736842105263,0.09868421052631579
Slovenia,SVN,2019,EUR,0.7850877192982456,0.15350877192982457,0.9142857142857143,False,False,False,74.0,74.0,0.7432432432432432,0.21621621621621623,0.21621621621621623
Slovenia,SVN,2020,EUR,0.3360655737704918,0.06830601092896176,0.88,False,False,False,74.0,78.0,0.7435897435897436,0.15384615384615385,0.15384615384615385
Slovenia,SVN,2021,EUR,0.8427672955974843,0.16981132075471697,0.8888888888888888,False,False,False,72.0,72.0,0.7222222222222222,0.16666666666666666,0.19444444444444445
Slovenia,SVN,2022,EUR,0.9317803660565723,0.1447587354409318,0.9655172413793104,False,False,False,75.0,85.0,0.7529411764705882,0.18823529411764706,0.2
Eswatini,SWZ,2020,AFR,0.889795918367347,0.39591836734693875,,False,False,False,79.0,1822.0,0.7892425905598244,0.1300768386388584,0.18331503841931943
Eswatini,SWZ,2021,AFR,0.85,0.06816239316239316,0.4827586206896552,False,False,False,83.0,2289.0,0.8265618173875054,0.09611183923110529,0.14460463084316294
Eswatini,SWZ,2022,AFR,0.9511606873681037,0.17063611697316852,0.9098939929328622,False,False,False,83.0,2172.0,0.8259668508287292,0.08379373848987108,0.13904235727440148
Seychelles,SYC,2019,AFR,1.0,0.07692307692307693,,True,False,False,78.0,9.0,0.7777777777777778,0.0,0.1111111111111111
Seychelles,SYC,2020,AFR,0.0,0.13725490196078433,,True,False,False,45.0,11.0,0.45454545454545453,0.18181818181818182,0.2727272727272727
Seychelles,SYC,2021,AFR,1.0,0.13725490196078433,,True,False,False,50.0,14.0,0.5,0.21428571428571427,0.2857142857142857
Seychelles,SYC,2022,AFR,0.0,0.0,,True,True,False,87.0,23.0,0.8695652173913043,0.13043478260869565,0.13043478260869565
Syrian Arab Republic,SYR,2019,EMR,1.0,0.2519291874716296,,True,False,False,91.0,2639.0,0.9056460780598712,0.014399393709738537,0.09435392194012884
Syrian Arab Republic,SYR,2020,EMR,1.0,0.23335621139327384,1.0,True,False,True,96.0,3290.0,0.9553191489361702,0.01033434650455927,0.03738601823708207
Syrian Arab Republic,SYR,2021,EMR,1.0,1.0,1.0,True,True,True,93.0,3068.0,0.9276401564537158,0.020860495436766623,0.06584093872229466
Syrian Arab Republic,SYR,2022,EMR,1.0,1.0,1.0,True,True,True,91.0,3444.0,0.9117305458768873,0.02003484320557491,0.078397212543554
Chad,TCD,2020,AFR,0.7881508078994613,0.6929982046678635,0.7590673575129534,False,False,False,82.0,13643.0,0.8249651836106429,0.03818808180019057,0.12379975078794986
Chad,TCD,2021,AFR,0.8220793140407289,0.707395498392283,0.806060606060606,False,False,False,83.0,14725.0,0.8305602716468591,0.039117147707979624,0.1197283531409168
Chad,TCD,2022,AFR,0.799248523886205,0.7112184648416533,0.9162264150943397,False,False,False,84.0,15772.0,0.8411108293177784,0.033096626933806744,0.10201623129596754
Thailand,THA,2019,SEA,0.8999942553732776,0.08331350069345851,0.9000197005516154,False,False,False,83.0,85837.0,0.83221687617228,0.08460221116767827,0.13481365844565862
Thailand,THA,2020,SEA,0.9000007940225979,0.09476659705735226,0.6999581064097193,False,False,False,85.0,71488.0,0.8500027976723367,0.09400179051029543,0.12599317367949867
Thailand,THA,2021,SEA,0.8999950876848258,0.14489364837647983,0.9349742337944128,False,False,False,81.0,72274.0,0.8060021584525555,0.09999446550626781,0.1619946315410798
Thailand,THA,2022,SEA,0.9,0.12141011443337024,0.8,False,False,False,82.0,80209.0,0.817003079454924,0.09299455173359598,0.15300028675086336
Turkmenistan,TKM,2019,EUR,1.0,0.6092837818596042,1.0,True,False,True,83.0,1918.0,0.8336809176225235,0.04483837330552659,0.14077163712200208
Turkmenistan,TKM,2020,EUR,1.0,1.0,,True,True,False,81.0,1878.0,0.8067092651757188,0.06869009584664537,0.16027689030883918
Turkmenistan,TKM,2021,EUR,1.0,1.0,1.0,True,True,True,84.0,2605.0,0.8391554702495202,0.04760076775431862,0.13512476007677543
Turkmenistan,TKM,2022,EUR,1.0,0.5951468710089399,,True,False,False,84.0,1902.0,0.8443743427970557,0.06046267087276551,0.1377497371188223
Tonga,TON,2019,WPR,1.0,0.05825242718446602,1.0,True,False,True,88.0,8.0,0.875,0.0,0.125
Tonga,TON,2020,WPR,1.0,,1.0,True,False,True,100.0,7.0,1.0,0.0,0.0
Tonga,TON,2021,WPR,1.0,0.4777777777777778,0.16279069767441862,True,False,False,100.0,2.0,1.0,0.0,0.0
Trinidad and Tobago,TTO,2021,AMR,0.37894736842105264,0.3763157894736842,0.2517482517482518,False,False,False,71.0,243.0,0.7119341563786008,0.0823045267489712,0.2880658436213992
Trinidad and Tobago,TTO,2022,AMR,0.4936708860759494,0.16455696202531644,0.2564102564102564,False,False,False,66.0,276.0,0.6594202898550725,0.13043478260869565,
Tunisia,TUN,2020,EMR,0.007719453021614468,0.022496691662990738,,False,False,False,84.0,2647.0,0.837174159425765,0.022289384208537967,0.08840196448809974
Tunisia,TUN,2021,EMR,0.8552734375,0.0177734375,,False,False,False,93.0,3264.0,0.9283088235294118,0.020833333333333332,0.0661764705882353
Türkiye,TUR,2019,EUR,0.8107248352647126,0.3362114670908127,0.6330254561838252,False,False,False,81.0,8820.0,0.8078231292517006,0.09138321995464853,0.11485260770975057
Türkiye,TUR,2020,EUR,0.8062658125639232,0.3462884211659579,0.7034043214674336,False,False,False,80.0,8947.0,0.8038448642002906,0.08349167318654298,0.11445177154353414
Türkiye,TUR,2021,EUR,0.7999256229081443,0.34802280897483573,0.622439893143366,False,False,False,80.0,9593.0,0.7951631397894298,0.09798811633482749,0.13030334618993017
Türkiye,TUR,2022,EUR,0.8372374353898603,0.3366325745078632,0.5498203201568115,False,False,False,81.0,9199.0,0.8120447874768997,0.08761821937167083,0.11838243287313839
United Republic of Tanzania,TZA,2021,AFR,0.8945737042413779,0.6316553537097344,,False,False,False,96.0,99817.0,0.9612691224941643,0.027039482252522114,0.03592574411172446
United Republic of Tanzania,TZA,2022,AFR,0.9265785396788625,0.2905874006399583,0.26332835077229694,False,False,False,96.0,92127.0,0.957080986030154,0.02690850673526762,0.034995169711376686
Uganda,UGA,2020,AFR,0.7400552327620845,0.09545190731610871,0.8301483362287853,False,False,False,88.0,74704.0,0.8759102591561362,0.05848415078175198,0.1112791818376526
Uganda,UGA,2021,AFR,0.7964912547124324,0.08390692447579527,0.9149812225691145,False,False,False,90.0,93360.0,0.901595972579263,0.04664738646101114,0.09003856041131106
Uganda,UGA,2022,AFR,0.8410901799975079,0.30995820070458435,0.9654932974695573,False,False,False,92.0,86001.0,0.9183614144021581,0.04276694457041197,0.07331310101045337
Ukraine,UKR,2019,EUR,1.0,0.7736208329980958,0.9278929487623934,True,False,False,77.0,13218.0,0.7740959297927069,0.10417612346799819,0.22492056286881526
Ukraine,UKR,2020,EUR,0.95690642651183,0.6894181775091835,0.880371261601925,False,False,False,75.0,14396.0,0.7470825229230342,0.12031119755487635,0.2495137538205057
Ukraine,UKR,2021,EUR,0.9527122689211601,0.8441810606367056,0.7229862475442044,False,False,False,77.0,14889.0,0.7746658607025321,0.10987977701658942,0.21928940828799784
Ukraine,UKR,2022,EUR,0.9192852275308548,0.5748466722192777,0.9500790305584826,False,False,False,77.0,16803.0,0.7668868654406951,0.0955781705647801,0.22805451407486757
Uruguay,URY,2019,AMR,0.765678449258837,0.4977194982896237,,False,False,False,72.0,968.0,0.7231404958677686,0.14566115702479338,0.246900826446281
Uruguay,URY,2020,AMR,0.7104477611940299,0.4382089552238806,,False,False,False,72.0,946.0,0.7177589852008457,0.14799154334038056,0.27167019027484146
Uruguay,URY,2021,AMR,0.6784682080924855,0.4602601156069364,,False,False,False,73.0,1126.0,0.7300177619893428,0.11989342806394317,0.261101243339254
Uruguay,URY,2022,AMR,0.7747163695299838,0.4837925445705024,,False,False,False,74.0,1235.0,0.7392712550607288,0.10931174089068826,0.2591093117408907
Uzbekistan,UZB,2019,EUR,1.0,1.0,,True,True,False,91.0,10654.0,0.9051999249108316,0.045428946874413366,0.07612164445278768
Uzbekistan,UZB,2020,EUR,1.0,1.0,1.0,True,True,True,89.0,11680.0,0.8941780821917809,0.04529109589041096,0.08844178082191781
Venezuela (Bolivarian Republic of),VEN,2019,AMR,0.7078296951109507,0.05872271333213062,0.946236559139785,False,False,False,85.0,9150.0,0.8459016393442623,0.054863387978142074,0.14459016393442622
Venezuela (Bolivarian Republic of),VEN,2020,AMR,0.6289820118581048,0.02266103909154859,0.8824833702882483,False,False,False,84.0,9090.0,0.844994499449945,0.047964796479647964,0.13322332233223322
Venezuela (Bolivarian Republic of),VEN,2021,AMR,0.4974406513240095,0.024384345653137723,0.968595041322314,False,False,False,83.0,9865.0,0.8329447541814495,0.0491637100861632,0.16705524581855044
Venezuela (Bolivarian Republic of),VEN,2022,AMR,0.8521554341226473,0.10860655737704918,0.980083857442348,False,False,False,84.0,10165.0,0.8422036399409739,0.03128381701918347,0.1429414658140679
Vanuatu,VUT,2019,WPR,1.0,0.6973684210526315,1.0,True,False,True,96.0,76.0,0.9605263157894737,0.02631578947368421,0.039473684210526314
Samoa,WSM,2019,WPR,0.0759493670886076,0.0759493670886076,0.8333333333333334,False,False,False,85.0,13.0,0.8461538461538461,0.15384615384615385,0.15384615384615385
Samoa,WSM,2020,WPR,0.002304147465437788,0.08064516129032258,0.8571428571428571,False,False,False,77.0,13.0,0.7692307692307693,0.15384615384615385,0.23076923076923078
Samoa,WSM,2022,WPR,1.0,0.22608695652173913,,True,False,False,100.0,14.0,1.0,0.0,0.0
Zambia,ZMB,2019,AFR,1.0,0.16666666666666666,0.8698863636363636,True,False,False,91.0,40000.0,0.9095,0.05005,0.076875
Zambia,ZMB,2020,AFR,1.0,0.11845102505694761,0.8753605769230769,True,False,False,92.0,50075.0,0.9218372441337993,0.04589116325511732,0.06959560659011482
Zambia,ZMB,2021,AFR,1.0,0.09475467018842056,0.9549952122566231,True,False,False,93.0,54127.0,0.9276146839839636,0.04315775860476287,0.06360965876549596
Zambia,ZMB,2022,AFR,0.7628625266262494,0.5354579714894314,0.9639982863612717,False,False,False,92.0,54346.0,0.9230302138151842,0.044695101755418985,0.07054797041180584
Zimbabwe,ZWE,2019,AFR,0.9659231722428748,0.10788930194134655,,False,False,False,88.0,16056.0,0.8821001494768311,0.08819133034379671,0.1132286995515695
Zimbabwe,ZWE,2020,AFR,0.5676759732599292,0.04739808624983615,0.6609513274336283,False,False,False,90.0,16541.0,0.8986155613324467,0.0698869475847893,0.09032102049452875
Zimbabwe,ZWE,2021,AFR,0.9244577934551043,0.08601962770230154,,False,False,False,89.0,18555.0,0.8870385340878469,0.06817569388305039,0.10455402856372946
